locus_tag	ftype	length_bp	gene	EC_number	COG	product
PROD_02281	CDS	453				hypothetical protein
PROD_02282	CDS	453				hypothetical protein
PROD_02283	CDS	210				hypothetical protein
PROD_02284	CDS	1425	cca		COG0617	Multifunctional CCA protein
PROD_02285	CDS	462				hypothetical protein
PROD_02286	CDS	603				hypothetical protein
PROD_02287	CDS	1416				hypothetical protein
PROD_02288	CDS	699	tpiA	5.3.1.1		Triosephosphate isomerase
PROD_02289	CDS	648				hypothetical protein
PROD_02290	CDS	582	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
PROD_02291	CDS	552				hypothetical protein
PROD_02292	CDS	480	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
PROD_02293	CDS	363				hypothetical protein
PROD_02294	CDS	780	birA	6.3.4.15		Bifunctional ligase/repressor BirA
PROD_02295	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
PROD_02296	CDS	1716				hypothetical protein
PROD_02297	CDS	366				hypothetical protein
PROD_02298	CDS	897				hypothetical protein
PROD_02299	CDS	351				hypothetical protein
PROD_02300	CDS	384				hypothetical protein
PROD_02301	CDS	711				hypothetical protein
PROD_02302	CDS	690	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
PROD_02303	CDS	3720	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
PROD_02304	CDS	315	trxA			Thioredoxin 1
PROD_02305	CDS	330				hypothetical protein
PROD_02306	CDS	171				hypothetical protein
PROD_02307	CDS	93				hypothetical protein
PROD_02308	CDS	414	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
PROD_02309	CDS	1569	cheB	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
PROD_02310	CDS	96				hypothetical protein
PROD_02311	CDS	1320	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
PROD_02312	CDS	2940	uvrA_2		COG0178	UvrABC system protein A
PROD_02313	CDS	684				hypothetical protein
PROD_02314	CDS	522				hypothetical protein
PROD_02315	CDS	1377				hypothetical protein
PROD_02316	CDS	771				hypothetical protein
PROD_02317	CDS	1533	dtpT		COG3104	Di-/tripeptide transporter
PROD_02318	CDS	1014				hypothetical protein
PROD_02319	CDS	1416				hypothetical protein
PROD_02320	CDS	2175	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
PROD_02321	CDS	1893	yidC			Membrane protein insertase YidC
PROD_02322	CDS	1611	pyrG	6.3.4.2		CTP synthase
PROD_02323	CDS	1308				hypothetical protein
PROD_02324	CDS	390				hypothetical protein
PROD_02325	CDS	1122	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
PROD_02326	CDS	1764	aspS	6.1.1.12		Aspartate--tRNA ligase
PROD_02327	CDS	297				hypothetical protein
PROD_02328	CDS	339				hypothetical protein
PROD_02329	CDS	1146	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PROD_02330	CDS	723	dapH_6	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PROD_02331	CDS	1143				hypothetical protein
PROD_02332	CDS	210				hypothetical protein
PROD_02333	CDS	1176	gtf1_3	2.4.1.-		Glycosyltransferase Gtf1
PROD_02334	CDS	1116	gtf1_4	2.4.1.-		Glycosyltransferase Gtf1
PROD_02335	CDS	1035				hypothetical protein
PROD_02336	CDS	846				hypothetical protein
PROD_02337	CDS	1140	gtf1_5	2.4.1.-		Glycosyltransferase Gtf1
PROD_02338	CDS	1338				hypothetical protein
PROD_02339	CDS	837				hypothetical protein
PROD_02340	CDS	1554				hypothetical protein
PROD_02341	CDS	1209	cotSA	2.4.-.-	COG0438	Spore coat protein SA
PROD_02342	CDS	1179				hypothetical protein
PROD_02343	CDS	1167				hypothetical protein
PROD_02344	CDS	882				hypothetical protein
PROD_02345	CDS	1524				hypothetical protein
PROD_02346	CDS	2178				hypothetical protein
PROD_02347	CDS	987				hypothetical protein
PROD_02348	CDS	1215				hypothetical protein
PROD_02349	CDS	369	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
PROD_02350	CDS	333				hypothetical protein
PROD_02351	CDS	1500	xylB	2.7.1.17	COG1070	Xylulose kinase
PROD_02352	CDS	1317	xylA	5.3.1.5	COG2115	Xylose isomerase
PROD_02353	CDS	441				hypothetical protein
PROD_02354	CDS	864	sigA_3		COG0568	RNA polymerase sigma factor SigA
PROD_02355	CDS	1473	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PROD_02356	CDS	477				hypothetical protein
PROD_02357	misc_RNA	393				RNaseP_bact_a
PROD_02358	CDS	1320				hypothetical protein
PROD_02359	CDS	1893	rhiE	4.2.2.23		Rhamnogalacturonate lyase
PROD_02360	CDS	117				hypothetical protein
PROD_02361	CDS	5319				hypothetical protein
PROD_02362	CDS	642	nreC_2		COG2197	Oxygen regulatory protein NreC
PROD_02363	CDS	1803				hypothetical protein
PROD_02364	CDS	1302	thrC	4.2.3.1	COG0498	Threonine synthase
PROD_02365	CDS	1278				hypothetical protein
PROD_02366	CDS	2430	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
PROD_02367	CDS	267				hypothetical protein
PROD_02368	CDS	333				hypothetical protein
PROD_02369	CDS	504				hypothetical protein
PROD_02370	CDS	903	dnaG_2	2.7.7.-		DNA primase
PROD_02371	CDS	576				hypothetical protein
PROD_02372	CDS	987				hypothetical protein
PROD_02373	CDS	1353				hypothetical protein
PROD_02374	CDS	279				hypothetical protein
PROD_02375	CDS	624				hypothetical protein
PROD_02376	CDS	1005				hypothetical protein
PROD_02377	CDS	630				hypothetical protein
PROD_02378	CDS	381				hypothetical protein
PROD_02379	CDS	2505				hypothetical protein
PROD_02380	CDS	333				hypothetical protein
PROD_02381	CDS	318				hypothetical protein
PROD_02382	CDS	729				hypothetical protein
PROD_02383	CDS	360				hypothetical protein
PROD_02384	CDS	441				hypothetical protein
PROD_02385	CDS	762				hypothetical protein
PROD_02386	CDS	429				hypothetical protein
PROD_02387	CDS	1248				hypothetical protein
PROD_02388	CDS	2019				hypothetical protein
PROD_02389	CDS	3153				hypothetical protein
PROD_02390	CDS	1131			COG1373	putative protein
PROD_02391	CDS	93				hypothetical protein
PROD_02392	CDS	606				hypothetical protein
PROD_02393	CDS	423				hypothetical protein
PROD_02394	CDS	1323	zraR_2		COG2204	Transcriptional regulatory protein ZraR
PROD_02395	CDS	2319	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
PROD_02396	CDS	1926	tet(Q)			tetracycline resistance ribosomal protection protein Tet(Q)
PROD_02397	CDS	5817				hypothetical protein
PROD_02398	CDS	453				hypothetical protein
PROD_02399	CDS	2088	topB_5	5.99.1.2	COG0550	DNA topoisomerase 3
PROD_02400	CDS	1572				hypothetical protein
PROD_02401	CDS	315				hypothetical protein
PROD_02402	CDS	363				hypothetical protein
PROD_02403	CDS	294				hypothetical protein
PROD_02404	CDS	276				hypothetical protein
PROD_02405	CDS	363				hypothetical protein
PROD_02406	CDS	1236	xerC_10			Tyrosine recombinase XerC
PROD_02407	CDS	1683				hypothetical protein
PROD_02408	CDS	1566				hypothetical protein
PROD_02409	CDS	468	rimP			Ribosome maturation factor RimP
PROD_02410	CDS	1260	nusA		COG0195	Transcription termination/antitermination protein NusA
PROD_02411	CDS	3000	lepA_2			Elongation factor 4
PROD_02412	CDS	1296				hypothetical protein
PROD_02413	CDS	114				hypothetical protein
PROD_02414	tRNA	74				tRNA-Phe(gaa)
PROD_02415	tRNA	76				tRNA-Pro(cgg)
PROD_02416	CDS	1251				hypothetical protein
PROD_02417	CDS	108				hypothetical protein
PROD_02418	CDS	567				hypothetical protein
PROD_02419	CDS	1581				hypothetical protein
PROD_02420	CDS	246				hypothetical protein
PROD_02421	CDS	132				hypothetical protein
PROD_02422	CDS	1299				hypothetical protein
PROD_02423	CDS	1101				hypothetical protein
PROD_02424	CDS	201				hypothetical protein
PROD_02425	CDS	2415	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PROD_02426	CDS	252				hypothetical protein
PROD_02427	CDS	309				hypothetical protein
PROD_02428	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
PROD_02429	CDS	1122	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
PROD_02430	CDS	822	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
PROD_02431	CDS	615	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
PROD_02432	CDS	1578	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PROD_02433	CDS	585	thiE_3	2.5.1.3		Thiamine-phosphate synthase
PROD_02434	CDS	450	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
PROD_02435	CDS	1515	katA	1.11.1.6		Catalase
PROD_02436	CDS	243				hypothetical protein
PROD_02437	CDS	894				hypothetical protein
PROD_02438	CDS	2592	clpB			Chaperone protein ClpB
PROD_02439	CDS	1419	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
PROD_02440	CDS	2052				hypothetical protein
PROD_02441	CDS	3273				hypothetical protein
PROD_02442	CDS	1716				hypothetical protein
PROD_02443	CDS	2133				hypothetical protein
PROD_02444	CDS	1779				hypothetical protein
PROD_02445	CDS	3393				hypothetical protein
PROD_02446	CDS	2919				hypothetical protein
PROD_02447	CDS	618				hypothetical protein
PROD_02448	CDS	2616				hypothetical protein
PROD_02449	CDS	102				hypothetical protein
PROD_02450	CDS	4518				hypothetical protein
PROD_02451	CDS	2646	xyl3A_2	3.2.1.37	COG1472	Xylan 1,4-beta-xylosidase
PROD_02452	CDS	1917				hypothetical protein
PROD_02453	CDS	1443				hypothetical protein
PROD_02454	CDS	2613				hypothetical protein
PROD_02455	CDS	156				hypothetical protein
PROD_02456	CDS	3003				hypothetical protein
PROD_02457	CDS	1542				hypothetical protein
PROD_02458	CDS	1590				hypothetical protein
PROD_02459	CDS	2835				hypothetical protein
PROD_02460	CDS	873				hypothetical protein
PROD_02461	CDS	1038				hypothetical protein
PROD_02462	CDS	582				hypothetical protein
PROD_02463	CDS	1182				hypothetical protein
PROD_02464	CDS	1197	ybjJ			Inner membrane protein YbjJ
PROD_02465	CDS	648				hypothetical protein
PROD_02466	CDS	747				hypothetical protein
PROD_02467	CDS	765				hypothetical protein
PROD_02468	tRNA	76				tRNA-Val(tac)
PROD_02469	CDS	1113				hypothetical protein
PROD_02470	CDS	1206				hypothetical protein
PROD_02471	CDS	747				hypothetical protein
PROD_02472	CDS	120				hypothetical protein
PROD_02473	CDS	1164				hypothetical protein
PROD_02474	CDS	1992	mutL			DNA mismatch repair protein MutL
PROD_02475	CDS	294				hypothetical protein
PROD_02476	CDS	1791	lptD_2			LPS-assembly protein LptD
PROD_02477	CDS	1401	surA_1	5.2.1.8		Chaperone SurA
PROD_02478	CDS	1422	surA_2	5.2.1.8		Chaperone SurA
PROD_02479	CDS	1488	guaB	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
PROD_02480	CDS	483	asnC_2		COG1522	Regulatory protein AsnC
PROD_02481	CDS	462				hypothetical protein
PROD_02482	CDS	606				hypothetical protein
PROD_02483	CDS	540				hypothetical protein
PROD_02484	CDS	873				hypothetical protein
PROD_02485	tRNA	89				tRNA-Ser(gga)
PROD_02486	CDS	339				hypothetical protein
PROD_02487	CDS	645				hypothetical protein
PROD_02488	CDS	687				hypothetical protein
PROD_02489	CDS	4356				hypothetical protein
PROD_02490	CDS	2142	btuB_4			Vitamin B12 transporter BtuB
PROD_02491	CDS	657				hypothetical protein
PROD_02492	CDS	525				hypothetical protein
PROD_02493	CDS	771	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
PROD_02494	CDS	975		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
PROD_02495	CDS	840				hypothetical protein
PROD_02496	CDS	945				hypothetical protein
PROD_02497	CDS	693	cmk_1	2.7.4.25		Cytidylate kinase
PROD_02498	CDS	2184	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PROD_02499	CDS	1239	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
PROD_02500	CDS	666	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
PROD_02501	CDS	1365	tig	5.2.1.8	COG0544	Trigger factor
PROD_02502	CDS	795	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
PROD_02503	CDS	342				hypothetical protein
PROD_02504	CDS	306				hypothetical protein
PROD_02505	CDS	189				hypothetical protein
PROD_02506	CDS	747	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
PROD_02507	CDS	765	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
PROD_02508	CDS	1095	yxeI		COG3049	putative protein YxeI
PROD_02509	CDS	402				hypothetical protein
PROD_02510	CDS	1317	der_2		COG1160	GTPase Der
PROD_02511	CDS	882	era		COG1159	GTPase Era
PROD_02512	CDS	1017	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
PROD_02513	CDS	189	rpmF			50S ribosomal protein L32
PROD_02514	CDS	540				hypothetical protein
PROD_02515	CDS	1161	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
PROD_02516	CDS	159				hypothetical protein
PROD_02517	CDS	105				hypothetical protein
PROD_02518	CDS	105				hypothetical protein
PROD_02519	CDS	351				hypothetical protein
PROD_02520	CDS	342				hypothetical protein
PROD_02521	CDS	1317				hypothetical protein
PROD_02522	CDS	99				hypothetical protein
PROD_02523	CDS	471				hypothetical protein
PROD_02524	CDS	825				hypothetical protein
PROD_02525	CDS	1572				hypothetical protein
PROD_02526	CDS	633				hypothetical protein
PROD_02527	CDS	1284				hypothetical protein
PROD_02528	CDS	315				hypothetical protein
PROD_02529	CDS	198				hypothetical protein
PROD_02530	CDS	162				hypothetical protein
PROD_02531	CDS	1161	resA_5			Thiol-disulfide oxidoreductase ResA
PROD_02532	CDS	522				hypothetical protein
PROD_02533	CDS	2496				hypothetical protein
PROD_02534	CDS	984	capA			Capsule biosynthesis protein CapA
PROD_02535	CDS	441				hypothetical protein
PROD_02536	CDS	1107				hypothetical protein
PROD_02537	CDS	1335				hypothetical protein
PROD_02538	CDS	495				hypothetical protein
PROD_02539	CDS	615	nudC_2	3.6.1.22		NADH pyrophosphatase
PROD_02540	CDS	2334	topA	5.99.1.2		DNA topoisomerase 1
PROD_02541	CDS	501	aroK	2.7.1.71	COG0703	Shikimate kinase
PROD_02542	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PROD_02543	CDS	795	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PROD_02544	CDS	522	sigL		COG1595	ECF RNA polymerase sigma factor SigL
PROD_02545	CDS	546				hypothetical protein
PROD_02546	CDS	471				hypothetical protein
PROD_02547	CDS	732	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
PROD_02548	CDS	1305				hypothetical protein
PROD_02549	CDS	186				hypothetical protein
PROD_02550	CDS	102				hypothetical protein
PROD_02551	CDS	990	nadA	2.5.1.72	COG0379	Quinolinate synthase A
PROD_02552	CDS	1062				hypothetical protein
PROD_02553	CDS	1422				hypothetical protein
PROD_02554	CDS	2046				hypothetical protein
PROD_02555	CDS	603		3.6.1.66		dITP/XTP pyrophosphatase
PROD_02556	CDS	954				hypothetical protein
PROD_02557	CDS	2841	leuS	6.1.1.4		Leucine--tRNA ligase
PROD_02558	CDS	1017				hypothetical protein
PROD_02559	CDS	1614				hypothetical protein
PROD_02560	CDS	1506	scpC	2.8.3.-	COG0427	Propionyl-CoA:succinate CoA transferase
PROD_02561	CDS	567				hypothetical protein
PROD_02562	CDS	471	sigE		COG1595	ECF RNA polymerase sigma factor SigE
PROD_02563	CDS	2532				hypothetical protein
PROD_02564	CDS	2889	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
PROD_02565	CDS	1785				hypothetical protein
PROD_02566	CDS	1002	btuD_3	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PROD_02567	tRNA	75				tRNA-Met(cat)
PROD_02568	CDS	2643	yoaB	3.6.3.8	COG0474	Calcium-transporting ATPase 1
PROD_02569	CDS	948	ribF		COG0196	Riboflavin biosynthesis protein RibF
PROD_02570	CDS	753				hypothetical protein
PROD_02571	CDS	537	yvdD		COG1611	LOG family protein YvdD
PROD_02572	CDS	225				hypothetical protein
PROD_02573	CDS	1257				hypothetical protein
PROD_02574	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
PROD_02575	CDS	192				hypothetical protein
PROD_02576	CDS	672				hypothetical protein
PROD_02577	CDS	1524	rpoN1		COG1508	RNA polymerase sigma-54 factor 1
PROD_02578	CDS	672				hypothetical protein
PROD_02579	CDS	507	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PROD_02580	CDS	1935	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
PROD_02581	CDS	903				hypothetical protein
PROD_02582	CDS	1128	buk2	2.7.2.7	COG3426	putative butyrate kinase 2
PROD_02583	CDS	1146				hypothetical protein
PROD_02584	CDS	528				hypothetical protein
PROD_02585	CDS	594				hypothetical protein
PROD_02586	CDS	387				hypothetical protein
PROD_02587	CDS	102				hypothetical protein
PROD_02588	CDS	114				hypothetical protein
PROD_02589	CDS	1329	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PROD_02590	CDS	1854	msbA	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
PROD_02591	CDS	924	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
PROD_02592	CDS	1107				hypothetical protein
PROD_02593	CDS	858				hypothetical protein
PROD_02594	CDS	858				hypothetical protein
PROD_02595	CDS	414	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
PROD_02596	CDS	777				hypothetical protein
PROD_02597	CDS	831				hypothetical protein
PROD_02598	CDS	1029	wbbI	2.4.1.-		Beta-1,6-galactofuranosyltransferase WbbI
PROD_02599	CDS	1485				hypothetical protein
PROD_02600	CDS	942				hypothetical protein
PROD_02601	CDS	672				hypothetical protein
PROD_02602	CDS	942				hypothetical protein
PROD_02603	CDS	912				hypothetical protein
PROD_02604	CDS	2604				hypothetical protein
PROD_02605	CDS	2145				hypothetical protein
PROD_02606	CDS	960	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PROD_02607	CDS	699				hypothetical protein
PROD_02608	CDS	483	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PROD_02609	CDS	1167				hypothetical protein
PROD_02610	CDS	3549				hypothetical protein
PROD_02611	CDS	618	ycgM		COG0179	putative protein YcgM
PROD_02612	CDS	999	tsf			Elongation factor Ts
PROD_02613	CDS	792	rpsB		COG0052	30S ribosomal protein S2
PROD_02614	CDS	387	rpsI		COG0103	30S ribosomal protein S9
PROD_02615	CDS	462	rplM		COG0102	50S ribosomal protein L13
PROD_02616	CDS	645				hypothetical protein
PROD_02617	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
PROD_02618	CDS	552				hypothetical protein
PROD_02619	CDS	594	purH_1		COG0138	Bifunctional purine biosynthesis protein PurH
PROD_02620	CDS	1023	mbl		COG1077	MreB-like protein
PROD_02621	CDS	864				hypothetical protein
PROD_02622	CDS	501				hypothetical protein
PROD_02623	CDS	1842	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
PROD_02624	CDS	1500	ftsW_2			Putative lipid II flippase FtsW
PROD_02625	CDS	477	gldH			Gliding motility lipoprotein GldH
PROD_02626	CDS	1359				hypothetical protein
PROD_02627	CDS	1134				hypothetical protein
PROD_02628	CDS	960	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
PROD_02629	CDS	354				hypothetical protein
PROD_02630	CDS	909				hypothetical protein
PROD_02631	CDS	1455				hypothetical protein
PROD_02632	CDS	1980				hypothetical protein
PROD_02633	CDS	228				hypothetical protein
PROD_02634	CDS	198				hypothetical protein
PROD_02635	CDS	336				hypothetical protein
PROD_02636	CDS	291				hypothetical protein
PROD_02637	CDS	396				hypothetical protein
PROD_02638	CDS	1251	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
PROD_02639	tRNA	75				tRNA-Pro(ggg)
PROD_02640	CDS	549				hypothetical protein
PROD_02641	CDS	345	clpS			ATP-dependent Clp protease adapter protein ClpS
PROD_02642	CDS	2310	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PROD_02643	CDS	648	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
PROD_02644	CDS	1983				hypothetical protein
PROD_02645	CDS	723				hypothetical protein
PROD_02646	CDS	861				hypothetical protein
PROD_02647	CDS	1695				hypothetical protein
PROD_02648	CDS	486	resA_6		COG0526	Thiol-disulfide oxidoreductase ResA
PROD_02649	CDS	849				hypothetical protein
PROD_02650	CDS	816	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PROD_02651	CDS	594	tdk	2.7.1.21	COG1435	Thymidine kinase
PROD_02652	CDS	1089				Sodium-lithium/proton antiporter
PROD_02653	tRNA	76				tRNA-Lys(ttt)
PROD_02654	CDS	1176	xerC_11			Tyrosine recombinase XerC
PROD_02655	CDS	255				hypothetical protein
PROD_02656	CDS	456				hypothetical protein
PROD_02657	CDS	669				hypothetical protein
PROD_02658	CDS	570				hypothetical protein
PROD_02659	CDS	747				hypothetical protein
PROD_02660	CDS	1533				hypothetical protein
PROD_02661	CDS	600				hypothetical protein
PROD_02662	CDS	750				hypothetical protein
PROD_02663	CDS	246				hypothetical protein
PROD_02664	CDS	126				hypothetical protein
PROD_02665	rRNA	2898				23S ribosomal RNA
PROD_02666	tRNA	75				tRNA-Ala(tgc)
PROD_02667	tRNA	76				tRNA-Ile(gat)
PROD_02668	rRNA	1531				16S ribosomal RNA
PROD_02669	CDS	174				hypothetical protein
PROD_02670	CDS	189				hypothetical protein
PROD_02671	CDS	720	ybhL		COG0670	Inner membrane protein YbhL
PROD_02672	CDS	588				hypothetical protein
PROD_02673	CDS	810				hypothetical protein
PROD_02674	CDS	1155				hypothetical protein
PROD_02675	CDS	738				hypothetical protein
PROD_02676	CDS	1587				hypothetical protein
PROD_02677	CDS	1119	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
PROD_02678	CDS	993				hypothetical protein
PROD_02679	CDS	414	fdtA	5.3.2.3		TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase
PROD_02680	CDS	1185	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
PROD_02681	CDS	573				hypothetical protein
PROD_02682	CDS	492				hypothetical protein
PROD_02683	CDS	624	cmk_2	2.7.4.25		Cytidylate kinase
PROD_02684	CDS	1356	mepA_2			Multidrug export protein MepA
PROD_02685	CDS	1545				hypothetical protein
PROD_02686	CDS	927				hypothetical protein
PROD_02687	CDS	1365				hypothetical protein
PROD_02688	CDS	786				hypothetical protein
PROD_02689	CDS	1581				hypothetical protein
PROD_02690	CDS	2115				hypothetical protein
PROD_02691	CDS	1341				hypothetical protein
PROD_02692	CDS	225				hypothetical protein
PROD_02693	CDS	159				hypothetical protein
PROD_02694	CDS	210				hypothetical protein
PROD_02695	CDS	141				hypothetical protein
PROD_02696	CDS	657	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
PROD_02697	CDS	792	fetB		COG0390	putative iron export permease protein FetB
PROD_02698	CDS	897				hypothetical protein
PROD_02699	CDS	546				hypothetical protein
PROD_02700	CDS	786			COG0327	GTP cyclohydrolase 1 type 2 
PROD_02701	CDS	849				hypothetical protein
PROD_02702	CDS	450				hypothetical protein
PROD_02703	CDS	1026				hypothetical protein
PROD_02704	CDS	159				hypothetical protein
PROD_02705	CDS	471				hypothetical protein
PROD_02706	CDS	774	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PROD_02707	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
PROD_02708	CDS	132				hypothetical protein
PROD_02709	CDS	4029				hypothetical protein
PROD_02710	CDS	789	nadX	1.4.1.21		L-aspartate dehydrogenase
PROD_02711	CDS	885	pdxB_1	1.1.1.290		Erythronate-4-phosphate dehydrogenase
PROD_02712	CDS	405				hypothetical protein
PROD_02713	CDS	258				hypothetical protein
PROD_02714	CDS	549	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
PROD_02715	CDS	1410	pepC	3.4.22.40	COG3579	Aminopeptidase C
PROD_02716	CDS	1905	copA	3.6.3.54		Copper-exporting P-type ATPase
PROD_02717	CDS	351				hypothetical protein
PROD_02718	CDS	543	rpoE_2		COG1595	ECF RNA polymerase sigma-E factor
PROD_02719	CDS	435				hypothetical protein
PROD_02720	CDS	1203	fsr			Fosmidomycin resistance protein
PROD_02721	CDS	879				hypothetical protein
PROD_02722	CDS	1203	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
PROD_02723	CDS	501	rimM			Ribosome maturation factor RimM
PROD_02724	CDS	1308	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PROD_02725	CDS	612				hypothetical protein
PROD_02726	CDS	693				hypothetical protein
PROD_02727	CDS	1341				hypothetical protein
PROD_02728	CDS	1509				hypothetical protein
PROD_02729	CDS	1539				hypothetical protein
PROD_02730	CDS	1221				hypothetical protein
PROD_02731	CDS	1143				hypothetical protein
PROD_02732	CDS	597				hypothetical protein
PROD_02733	CDS	2715				hypothetical protein
PROD_02734	CDS	2097				hypothetical protein
PROD_02735	CDS	1590				hypothetical protein
PROD_02736	CDS	1188				hypothetical protein
PROD_02737	CDS	2406				hypothetical protein
PROD_02738	CDS	1554				hypothetical protein
PROD_02739	CDS	567	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
PROD_02740	CDS	714	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
PROD_02741	CDS	906	nadK	2.7.1.23		NAD kinase
PROD_02742	CDS	1851	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
PROD_02743	CDS	192				hypothetical protein
PROD_02744	CDS	1182	purH_2			Bifunctional purine biosynthesis protein PurH
PROD_02745	CDS	408				hypothetical protein
PROD_02746	CDS	1299				hypothetical protein
PROD_02747	CDS	576	ybdM		COG1475	putative protein YbdM
PROD_02748	CDS	363	rplS		COG0335	50S ribosomal protein L19
PROD_02749	CDS	780				hypothetical protein
PROD_02750	CDS	852	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PROD_02751	CDS	744				hypothetical protein
PROD_02752	CDS	168				Ferredoxin
PROD_02753	CDS	1425	lapB_2			Lipopolysaccharide assembly protein B
PROD_02754	CDS	966				hypothetical protein
PROD_02755	CDS	834				hypothetical protein
PROD_02756	CDS	648				hypothetical protein
PROD_02757	CDS	612				hypothetical protein
PROD_02758	CDS	840				hypothetical protein
PROD_02759	CDS	1194		2.6.1.1		Aspartate aminotransferase
PROD_02760	CDS	1209	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
PROD_02761	CDS	1944				hypothetical protein
PROD_02762	CDS	399				hypothetical protein
PROD_02763	CDS	255				hypothetical protein
PROD_02764	CDS	5847				hypothetical protein
PROD_02765	CDS	858	rhaR_2			HTH-type transcriptional activator RhaR
PROD_02766	CDS	1278				hypothetical protein
